name,price,shop,sku,shop_type,detail_url,image_url,comment_num,tag
PENESAS山约自动充气床垫气垫床 充气床（40厘米厚）,345.0,PENESAS旗舰店,10069327944938,非自营,https://item.jd.com/10069327944938.html,//img13.360buyimg.com/n7/jfs/t1/77600/33/22817/66523/648bfc6dFdbd62072/0dc40e06800c314c.jpg,500,户外
"骆驼冲锋衣男女三合一可拆卸防风防水登山外套 63514幻影黑,男女同款L",679.0,骆驼（CAMEL）官方京东自营专区,100035683581,自营,https://item.jd.com/100035683581.html,//img11.360buyimg.com/n7/jfs/t1/219334/34/30612/114759/6470c77cF48c4f91a/73ce94d145788454.jpg,10000,户外
尚烤佳 纯净水桶 储水桶 蓄水桶 家用储水桶 户外饮用水桶 广口大口水桶 车载水桶 自驾游水桶 带水龙头 22L,79.9,尚烤佳京东自营旗舰店,100007795659,自营,https://item.jd.com/100007795659.html,//img14.360buyimg.com/n7/jfs/t1/89794/34/21148/155279/641fbcddF73a74342/6ba57f107f5bb48a.jpg,20000,户外
骆驼（CAMEL）逍遥pro户外帐篷涂银防晒野营全自动速开帐露营装备 133BANA027-1,484.6,骆驼（CAMEL）户外装备京东自营旗舰店,100044774112,自营,https://item.jd.com/100044774112.html,//img12.360buyimg.com/n7/jfs/t1/180097/3/33249/196312/63f6c16bF8341b011/12906f0812a0b3f3.jpg,1000,户外
京东京造 自动充气床垫 双人升级厚款 5cm床垫户外露营装备野营家用充气床,259.0,京东京造自营官方旗舰店,100042875062,自营,https://item.jd.com/100042875062.html,//img12.360buyimg.com/n7/jfs/t1/140959/22/33484/101341/63f73014F82d31652/be45804ef4082192.jpg,5000,户外
原始人（The Primitive）充气沙发户外露营懒人空气单人便携式野营音乐节气垫床坐 加长Happy笑脸【配收纳袋】,49.8,原始人旗舰店,10074287929766,非自营,https://item.jd.com/10074287929766.html,//img11.360buyimg.com/n7/jfs/t1/198652/29/31647/162423/64b4a2a2F7c0b61b2/ea6c2a98d92d18c7.jpg,200,户外
牧高笛（MOBIGARDEN）折叠椅 户外露营带头枕可调节坐躺两用乐享躺椅 NX22665036 沙黄,179.0,牧高笛京东自营旗舰店,100050588818,自营,https://item.jd.com/100050588818.html,//img13.360buyimg.com/n7/jfs/t1/182184/6/35267/143346/64b4bf13F456beaa3/c1784ff1b25674e0.jpg,500,户外
得力（deli） 野餐垫户外加厚防潮垫牛津布便携帐篷垫子沙滩垫 大号DL556202,52.0,得力（deli）户外京东自营旗舰店,100020649708,自营,https://item.jd.com/100020649708.html,//img13.360buyimg.com/n7/jfs/t1/55423/21/21473/598856/62da6dbdE719507ce/384ee834c32d0425.jpg,100000,户外
伯希和冲锋衣男女三合一夏季户外防水硬壳情侣外套登山服12040106粉L,719.0,伯希和（Pelliot）京东自营旗舰店,100016516796,自营,https://item.jd.com/100016516796.html,//img11.360buyimg.com/n7/jfs/t1/219869/17/31994/81132/64b3904bF332ebd14/a613c789bd49030a.jpg,20000,户外
PENESAS山约自动充气床垫气垫床 充气床（40厘米厚）,345.0,PENESAS旗舰店,10069327944938,非自营,https://item.jd.com/10069327944938.html,//img13.360buyimg.com/n7/jfs/t1/77600/33/22817/66523/648bfc6dFdbd62072/0dc40e06800c314c.jpg,500,户外
